100x100,2500,217
100x100,2500,309
100x100,2500,146
100x100,2500,41
100x100,2500,42
100x100,2500,46
100x100,2500,179
100x100,2500,48
100x100,2500,131
100x100,2500,41
100x100,2500,62
100x100,2500,82
100x100,2500,90
100x100,2500,55
100x100,2500,43
100x100,2500,42
100x100,2500,157
100x100,2500,81
100x100,2500,56
100x100,2500,190
100x100,2500,89
100x100,2500,43
100x100,2500,144
100x100,2500,43
100x100,2500,68
100x100,2500,82
100x100,2500,41
100x100,2500,54
100x100,2500,141
100x100,2500,55
100x100,2500,42
100x100,2500,63
100x100,2500,137
100x100,2500,65
100x100,2500,228
100x100,2500,128
100x100,2500,61
100x100,2500,70
100x100,2500,50
100x100,2500,123
100x100,2500,317
100x100,2500,49
100x100,2500,266
100x100,2500,67
100x100,2500,42
100x100,2500,59
100x100,2500,69
100x100,2500,51
100x100,2500,134
100x100,2500,48
100x100,2500,101
100x100,2500,46
100x100,2500,49
100x100,2500,56
100x100,2500,41
100x100,2500,49
100x100,2500,41
100x100,2500,97
100x100,2500,45
100x100,2500,61
100x100,2500,43
100x100,2500,67
100x100,2500,44
100x100,2500,81
100x100,2500,43
100x100,2500,63
100x100,2500,124
100x100,2500,65
100x100,2500,77
100x100,2500,41
100x100,2500,53
100x100,2500,47
100x100,2500,53
100x100,2500,185
100x100,2500,80
100x100,2500,70
100x100,2500,41
100x100,2500,112
100x100,2500,519
100x100,2500,61
100x100,2500,72
100x100,2500,67
100x100,2500,87
100x100,2500,45
100x100,2500,44
100x100,2500,130
100x100,2500,42
100x100,2500,44
100x100,2500,76
100x100,2500,49
100x100,2500,73
100x100,2500,54
100x100,2500,75
100x100,2500,68
100x100,2500,43
100x100,2500,93
100x100,2500,43
100x100,2500,45
100x100,2500,41
100x100,2500,352
